# Time(s)     N            E            Z
 1.21300e+01 -5.89663e-21  9.62993e-05  1.93308e-04
 1.21400e+01  5.56409e-21 -9.08684e-05 -1.68955e-04
 1.21500e+01 -5.89495e-21  9.62719e-05  1.93060e-04
 1.21600e+01  5.51839e-21 -9.01222e-05 -1.67821e-04
 1.21700e+01 -5.89537e-21  9.62788e-05  1.92842e-04
 1.21800e+01  5.47105e-21 -8.93490e-05 -1.66677e-04
 1.21900e+01 -5.89828e-21  9.63263e-05  1.92655e-04
 1.22000e+01  5.42164e-21 -8.85421e-05 -1.65519e-04
 1.22100e+01 -5.90416e-21  9.64223e-05  1.92502e-04
 1.22200e+01  5.36965e-21 -8.76930e-05 -1.64346e-04
 1.22300e+01 -5.91361e-21  9.65766e-05  1.92385e-04
 1.22400e+01  5.31441e-21 -8.67909e-05 -1.63157e-04
 1.22500e+01 -5.92740e-21  9.68018e-05  1.92307e-04
 1.22600e+01  5.25507e-21 -8.58217e-05 -1.61950e-04
 1.22700e+01 -5.94653e-21  9.71142e-05  1.92270e-04
 1.22800e+01  5.19049e-21 -8.47671e-05 -1.60723e-04
 1.22900e+01 -5.97232e-21  9.75354e-05  1.92277e-04
 1.23000e+01  5.11915e-21 -8.36021e-05 -1.59474e-04
 1.23100e+01 -6.00658e-21  9.80949e-05  1.92331e-04
 1.23200e+01  5.03899e-21 -8.22930e-05 -1.58200e-04
 1.23300e+01 -6.05176e-21  9.88328e-05  1.92433e-04
 1.23400e+01  4.94709e-21 -8.07922e-05 -1.56902e-04
 1.23500e+01 -6.11136e-21  9.98061e-05  1.92586e-04
 1.23600e+01  4.83933e-21 -7.90322e-05 -1.55580e-04
 1.23700e+01 -6.19038e-21  1.01097e-04  1.92790e-04
 1.23800e+01  4.70967e-21 -7.69147e-05 -1.54234e-04
 1.23900e+01 -6.29619e-21  1.02825e-04  1.93042e-04
 1.24000e+01  4.54912e-21 -7.42927e-05 -1.52872e-04
 1.24100e+01 -6.43988e-21  1.05171e-04  1.93333e-04
 1.24200e+01  4.34397e-21 -7.09424e-05 -1.51507e-04
 1.24300e+01 -6.63858e-21  1.08416e-04  1.93646e-04
 1.24400e+01  4.07288e-21 -6.65152e-05 -1.50168e-04
 1.24500e+01 -6.91907e-21  1.12997e-04  1.93943e-04
 1.24600e+01  3.70227e-21 -6.04627e-05 -1.48904e-04
 1.24700e+01 -7.32342e-21  1.19601e-04  1.94161e-04
 1.24800e+01  3.18002e-21 -5.19337e-05 -1.47800e-04
 1.24900e+01 -7.91509e-21  1.29263e-04  1.94197e-04
 1.25000e+01  2.43179e-21 -3.97141e-05 -1.46972e-04
 1.25100e+01 -8.77509e-21  1.43308e-04  1.93952e-04
 1.25200e+01  1.38274e-21 -2.25819e-05 -1.46446e-04
 1.25300e+01 -9.94382e-21  1.62395e-04  1.93590e-04
 1.25400e+01  7.94527e-23 -1.29756e-06 -1.45666e-04
 1.25500e+01 -1.12092e-20  1.83060e-04  1.94379e-04
 1.25600e+01 -1.01830e-21  1.66300e-05 -1.42325e-04
 1.25700e+01 -1.18452e-20  1.93447e-04  1.99759e-04
 1.25800e+01 -1.05271e-21  1.71921e-05 -1.32336e-04
 1.25900e+01 -1.11651e-20  1.82340e-04  2.13353e-04
 1.26000e+01  1.75686e-22 -2.86917e-06 -1.13767e-04
 1.26100e+01 -9.55099e-21  1.55979e-04  2.34889e-04
 1.26200e+01  1.90603e-21 -3.11279e-05 -8.87325e-05
 1.26300e+01 -7.81722e-21  1.27665e-04  2.60893e-04
 1.26400e+01  3.48968e-21 -5.69908e-05 -6.23907e-05
 1.26500e+01 -6.40980e-21  1.04680e-04  2.83392e-04
 1.26600e+01  4.61782e-21 -7.54147e-05 -4.63094e-05
 1.26700e+01 -5.55507e-21  9.07212e-05  2.88612e-04
 1.26800e+01  5.16042e-21 -8.42760e-05 -5.21998e-05
 1.26900e+01 -5.23277e-21  8.54577e-05  2.72084e-04
 1.27000e+01  5.30694e-21 -8.66689e-05 -7.50710e-05
 1.27100e+01 -5.14457e-21  8.40172e-05  2.45676e-04
 1.27200e+01  5.35871e-21 -8.75144e-05 -1.01344e-04
 1.27300e+01 -5.07435e-21  8.28704e-05  2.20778e-04
 1.27400e+01  5.40922e-21 -8.83392e-05 -1.22793e-04
 1.27500e+01 -5.04490e-21  8.23895e-05  2.03426e-04
 1.27600e+01  5.35826e-21 -8.75070e-05 -1.34643e-04
 1.27700e+01 -5.17150e-21  8.44570e-05  1.96885e-04
 1.27800e+01  5.14306e-21 -8.39925e-05 -1.36287e-04
 1.27900e+01 -5.42824e-21  8.86499e-05  1.98482e-04
 1.28000e+01  4.86287e-21 -7.94167e-05 -1.32839e-04
 1.28100e+01 -5.69343e-21  9.29808e-05  2.02583e-04
 1.28200e+01  4.61534e-21 -7.53742e-05 -1.28761e-04
 1.28300e+01 -5.91468e-21  9.65941e-05  2.06675e-04
 1.28400e+01  4.41071e-21 -7.20324e-05 -1.24724e-04
 1.28500e+01 -6.11048e-21  9.97918e-05  2.11387e-04
 1.28600e+01  4.21928e-21 -6.89060e-05 -1.19597e-04
 1.28700e+01 -6.30705e-21  1.03002e-04  2.17593e-04
 1.28800e+01  4.02803e-21 -6.57828e-05 -1.13271e-04
 1.28900e+01 -6.50470e-21  1.06230e-04  2.24683e-04
 1.29000e+01  3.84361e-21 -6.27709e-05 -1.06687e-04
 1.29100e+01 -6.69774e-21  1.09382e-04  2.31856e-04
 1.29200e+01  3.66793e-21 -5.99018e-05 -1.00322e-04
 1.29300e+01 -6.88903e-21  1.12506e-04  2.38982e-04
 1.29400e+01  3.49575e-21 -5.70900e-05 -9.40968e-05
 1.29500e+01 -7.08564e-21  1.15717e-04  2.46280e-04
 1.29600e+01  3.32028e-21 -5.42242e-05 -8.77669e-05
 1.29700e+01 -7.29479e-21  1.19133e-04  2.54022e-04
 1.29800e+01  3.13528e-21 -5.12030e-05 -8.10940e-05
 1.29900e+01 -7.52308e-21  1.22861e-04  2.62459e-04
 1.30000e+01  2.93517e-21 -4.79349e-05 -7.38657e-05
 1.30100e+01 -7.77682e-21  1.27005e-04  2.71827e-04
 1.30200e+01  2.71449e-21 -4.43309e-05 -6.58795e-05
 1.30300e+01 -8.06260e-21  1.31672e-04  2.82368e-04
 1.30400e+01  2.46744e-21 -4.02963e-05 -5.69235e-05
 1.30500e+01 -8.38779e-21  1.36983e-04  2.94349e-04
 1.30600e+01  2.18739e-21 -3.57229e-05 -4.67573e-05
 1.30700e+01 -8.76105e-21  1.43079e-04  3.08086e-04
 1.30800e+01  1.86641e-21 -3.04807e-05 -3.50932e-05
 1.30900e+01 -9.19299e-21  1.50133e-04  3.23960e-04
 1.31000e+01  1.49460e-21 -2.44087e-05 -2.15744e-05
 1.31100e+01 -9.69687e-21  1.58362e-04  3.42453e-04
 1.31200e+01  1.05943e-21 -1.73018e-05 -5.74643e-06
 1.31300e+01 -1.02896e-20  1.68042e-04  3.64177e-04
 1.31400e+01  5.44579e-22 -8.89365e-06  1.29815e-05
 1.31500e+01 -1.09933e-20  1.79534e-04  3.89931e-04
 1.31600e+01 -7.15433e-23  1.16839e-06  3.53915e-05
 1.31700e+01 -1.18371e-20  1.93315e-04  4.20776e-04
 1.31800e+01 -8.18054e-22  1.33598e-05  6.25391e-05
 1.31900e+01 -1.28606e-20  2.10030e-04  4.58144e-04
 1.32000e+01 -1.73502e-21  2.83351e-05  9.58769e-05
 1.32100e+01 -1.41183e-20  2.30569e-04  5.04008e-04
 1.32200e+01 -2.87881e-21  4.70145e-05  1.37449e-04
 1.32300e+01 -1.56869e-20  2.56187e-04  5.61160e-04
 1.32400e+01 -4.33070e-21  7.07257e-05  1.90201e-04
 1.32500e+01 -1.76782e-20  2.88707e-04  6.33642e-04
 1.32600e+01 -6.21131e-21  1.01438e-04  2.58509e-04
 1.32700e+01 -2.02588e-20  3.30851e-04  7.27500e-04
 1.32800e+01 -8.70566e-21  1.42174e-04  3.49082e-04
 1.32900e+01 -2.36871e-20  3.86840e-04  8.52107e-04
 1.33000e+01 -1.21090e-20  1.97756e-04  4.72628e-04
 1.33100e+01 -2.83814e-20  4.63504e-04  1.02263e-03
 1.33200e+01 -1.69157e-20  2.76254e-04  6.47069e-04
 1.33300e+01 -3.50552e-20  5.72494e-04  1.26494e-03
 1.33400e+01 -2.40025e-20  3.91990e-04  9.04205e-04
 1.33500e+01 -4.50075e-20  7.35029e-04  1.62615e-03
 1.33600e+01 -3.50447e-20  5.72323e-04  1.30479e-03
 1.33700e+01 -6.08107e-20  9.93115e-04  2.19954e-03
 1.33800e+01 -5.35647e-20  8.74778e-04  1.97655e-03
 1.33900e+01 -8.81536e-20  1.43966e-03  3.19140e-03
 1.34000e+01 -8.79952e-20  1.43707e-03  3.22528e-03
 1.34100e+01 -1.41704e-19  2.31421e-03  5.13365e-03
 1.34200e+01 -1.62628e-19  2.65592e-03  5.93188e-03
 1.34300e+01 -2.68857e-19  4.39077e-03  9.74492e-03
 1.34400e+01 -3.70154e-19  6.04508e-03  1.34576e-02
 1.34500e+01 -6.86602e-19  1.12131e-02  2.48940e-02
 1.34600e+01 -1.24394e-18  2.03151e-02  4.51440e-02
 1.34700e+01 -2.65687e-18  4.33900e-02  9.63422e-02
 1.34800e+01 -3.19589e-18  5.21928e-02  1.15927e-01
 1.34900e+01 -1.76854e-18  2.88824e-02  6.41290e-02
 1.35000e+01 -8.74854e-19  1.42874e-02  3.17602e-02
 1.35100e+01 -4.80095e-19  7.84055e-03  1.74066e-02
 1.35200e+01 -3.07152e-19  5.01617e-03  1.11739e-02
 1.35300e+01 -2.01691e-19  3.29386e-03  7.31122e-03
 1.35400e+01 -1.50297e-19  2.45454e-03  5.48619e-03
 1.35500e+01 -1.08828e-19  1.77730e-03  3.94418e-03
 1.35600e+01 -8.78886e-20  1.43533e-03  3.22338e-03
 1.35700e+01 -6.78329e-20  1.10780e-03  2.45801e-03
 1.35800e+01 -5.71068e-20  9.32624e-04  2.10743e-03
 1.35900e+01 -4.63899e-20  7.57604e-04  1.68085e-03
 1.36000e+01 -3.97168e-20  6.48625e-04  1.47711e-03
 1.36100e+01 -3.38463e-20  5.52752e-04  1.22640e-03
 1.36200e+01 -2.89383e-20  4.72597e-04  1.08653e-03
 1.36300e+01 -2.59054e-20  4.23067e-04  9.38842e-04
 1.36400e+01 -2.17938e-20  3.55920e-04  8.27707e-04
 1.36500e+01 -2.05741e-20  3.36000e-04  7.45890e-04
 1.36600e+01 -1.68118e-20  2.74558e-04  6.47281e-04
 1.36700e+01 -1.68284e-20  2.74829e-04  6.10421e-04
 1.36800e+01 -1.31971e-20  2.15525e-04  5.16425e-04
 1.36900e+01 -1.40996e-20  2.30263e-04  5.11815e-04
 1.37000e+01 -1.04894e-20  1.71305e-04  4.18460e-04
 1.37100e+01 -1.20515e-20  1.96816e-04  4.37897e-04
 1.37200e+01 -8.40742e-21  1.37304e-04  3.43187e-04
 1.37300e+01 -1.04758e-20  1.71082e-04  3.81111e-04
 1.37400e+01 -6.77112e-21  1.10581e-04  2.84086e-04
 1.37500e+01 -9.23739e-21  1.50858e-04  3.36569e-04
 1.37600e+01 -5.46107e-21  8.91860e-05  2.36829e-04
 1.37700e+01 -8.24621e-21  1.34671e-04  3.01005e-04
 1.37800e+01 -4.39540e-21  7.17823e-05  1.98449e-04
 1.37900e+01 -7.44006e-21  1.21505e-04  2.72163e-04
 1.38000e+01 -3.51651e-21  5.74290e-05  1.66858e-04
 1.38100e+01 -6.77503e-21  1.10645e-04  2.48453e-04
 1.38200e+01 -2.78289e-21  4.54481e-05  1.40550e-04
 1.38300e+01 -6.21940e-21  1.01571e-04  2.28725e-04
 1.38400e+01 -2.16401e-21  3.53409e-05  1.18418e-04
 1.38500e+01 -5.74984e-21  9.39020e-05  2.12130e-04
 1.38600e+01 -1.63699e-21  2.67341e-05  9.96298e-05
 1.38700e+01 -5.34887e-21  8.73537e-05  1.98033e-04
 1.38800e+01 -1.18445e-21  1.93436e-05  8.35545e-05
 1.38900e+01 -5.00322e-21  8.17089e-05  1.85952e-04
 1.39000e+01 -7.92957e-22  1.29500e-05  6.97029e-05
 1.39100e+01 -4.70267e-21  7.68004e-05  1.75513e-04
 1.39200e+01 -4.52024e-22  7.38211e-06  5.76922e-05
 1.39300e+01 -4.43925e-21  7.24984e-05  1.66426e-04
 1.39400e+01 -1.53373e-22  2.50477e-06  4.72194e-05
 1.39500e+01 -4.20671e-21  6.87008e-05  1.58460e-04
 1.39600e+01  1.09591e-22 -1.78976e-06  3.80418e-05
 1.39700e+01 -4.00010e-21  6.53267e-05  1.51432e-04
 1.39800e+01  3.42161e-22 -5.58791e-06  2.99633e-05
 1.39900e+01 -3.81548e-21  6.23115e-05  1.45194e-04
 1.40000e+01  5.48604e-22 -8.95938e-06  2.28235e-05
 1.40100e+01 -3.64969e-21  5.96040e-05  1.39626e-04
 1.40200e+01  7.32368e-22 -1.19605e-05  1.64910e-05
 1.40300e+01 -3.50023e-21  5.71632e-05  1.34629e-04
 1.40400e+01  8.96232e-22 -1.46366e-05  1.08566e-05
 1.40500e+01 -3.36513e-21  5.49567e-05  1.30123e-04
 1.40600e+01  1.04241e-21 -1.70239e-05  5.82902e-06
 1.40700e+01 -3.24285e-21  5.29598e-05  1.26040e-04
 1.40800e+01  1.17264e-21 -1.91506e-05  1.33173e-06
 1.40900e+01 -3.13229e-21  5.11542e-05  1.22324e-04
 1.41000e+01  1.28820e-21 -2.10379e-05 -2.70009e-06
 1.41100e+01 -3.03269e-21  4.95276e-05  1.18927e-04
 1.41200e+01  1.38997e-21 -2.26999e-05 -6.32162e-06
 1.41300e+01 -2.94370e-21  4.80743e-05  1.15808e-04
 1.41400e+01  1.47839e-21 -2.41440e-05 -9.58008e-06
 1.41500e+01 -2.86537e-21  4.67950e-05  1.12934e-04
 1.41600e+01  1.55344e-21 -2.53696e-05 -1.25162e-05
 1.41700e+01 -2.79819e-21  4.56979e-05  1.10276e-04
 1.41800e+01  1.61456e-21 -2.63678e-05 -1.51653e-05
 1.41900e+01 -2.74326e-21  4.48009e-05  1.07807e-04
 1.42000e+01  1.66052e-21 -2.71184e-05 -1.75583e-05
 1.42100e+01 -2.70239e-21  4.41335e-05  1.05505e-04
 1.42200e+01  1.68923e-21 -2.75873e-05 -1.97223e-05
 1.42300e+01 -2.67838e-21  4.37412e-05  1.03352e-04
 1.42400e+01  1.69745e-21 -2.77215e-05 -2.16817e-05
 1.42500e+01 -2.67531e-21  4.36912e-05  1.01328e-04
 1.42600e+01  1.68039e-21 -2.74429e-05 -2.34585e-05
 1.42700e+01 -2.69909e-21  4.40796e-05  9.94183e-05
 1.42800e+01  1.63119e-21 -2.66394e-05 -2.50730e-05
 1.42900e+01 -2.75795e-21  4.50408e-05  9.76072e-05
 1.43000e+01  1.54035e-21 -2.51559e-05 -2.65445e-05
 1.43100e+01 -2.86294e-21  4.67554e-05  9.58797e-05
 1.43200e+01  1.39553e-21 -2.27907e-05 -2.78916e-05
 1.43300e+01 -3.02767e-21  4.94456e-05  9.42208e-05
 1.43400e+01  1.18269e-21 -1.93148e-05 -2.91329e-05
 1.43500e+01 -3.26550e-21  5.33296e-05  9.26155e-05
 1.43600e+01  8.91554e-22 -1.45602e-05 -3.02861e-05
 1.43700e+01 -3.58019e-21  5.84690e-05  9.10500e-05
 1.43800e+01  5.30372e-22 -8.66163e-06 -3.13661e-05
 1.43900e+01 -3.94460e-21  6.44203e-05  8.95154e-05
 1.44000e+01  1.53192e-22 -2.50182e-06 -3.23800e-05
 1.44100e+01 -4.27176e-21  6.97632e-05  8.80129e-05
 1.44200e+01 -1.19745e-22  1.95559e-06 -3.33229e-05
 1.44300e+01 -4.41892e-21  7.21665e-05  8.65543e-05
 1.44400e+01 -1.46875e-22  2.39865e-06 -3.41843e-05
 1.44500e+01 -4.27851e-21  6.98733e-05  8.51486e-05
 1.44600e+01  1.15788e-22 -1.89096e-06 -3.49631e-05
 1.44700e+01 -3.88299e-21  6.34140e-05  8.37953e-05
 1.44800e+01  5.70515e-22 -9.31721e-06 -3.56569e-05
 1.44900e+01 -3.36598e-21  5.49706e-05  8.25170e-05
 1.45000e+01  1.08198e-21 -1.76701e-05 -3.62135e-05
 1.45100e+01 -2.83888e-21  4.63625e-05  8.14049e-05
 1.45200e+01  1.57427e-21 -2.57098e-05 -3.65120e-05
 1.45300e+01 -2.34365e-21  3.82747e-05  8.05915e-05
 1.45400e+01  2.03030e-21 -3.31574e-05 -3.64444e-05
 1.45500e+01 -1.88384e-21  3.07655e-05  8.01298e-05
 1.45600e+01  2.45103e-21 -4.00284e-05 -3.60350e-05
 1.45700e+01 -1.45895e-21  2.38265e-05  7.99239e-05
 1.45800e+01  2.83563e-21 -4.63094e-05 -3.54321e-05
 1.45900e+01 -1.06994e-21  1.74735e-05  7.98044e-05
 1.46000e+01  3.18469e-21 -5.20099e-05 -3.48029e-05
 1.46100e+01 -7.13823e-22  1.16576e-05  7.96256e-05
 1.46200e+01  3.50372e-21 -5.72200e-05 -3.42640e-05
 1.46300e+01 -3.83106e-22  6.25660e-06  7.93094e-05
 1.46400e+01  3.80155e-21 -6.20841e-05 -3.38521e-05
 1.46500e+01 -6.82818e-23  1.11513e-06  7.88634e-05
 1.46600e+01  4.08797e-21 -6.67617e-05 -3.35230e-05
 1.46700e+01  2.40312e-22 -3.92459e-06  7.83577e-05
 1.46800e+01  4.37237e-21 -7.14063e-05 -3.31972e-05
 1.46900e+01  5.51670e-22 -9.00946e-06  7.78707e-05
 1.47000e+01  4.66336e-21 -7.61585e-05 -3.28066e-05
 1.47100e+01  8.73955e-22 -1.42728e-05  7.74585e-05
 1.47200e+01  4.96868e-21 -8.11447e-05 -3.23097e-05
 1.47300e+01  1.21442e-21 -1.98329e-05  7.71500e-05
 1.47400e+01  5.29515e-21 -8.64763e-05 -3.16905e-05
 1.47500e+01  1.57952e-21 -2.57956e-05  7.69519e-05
 1.47600e+01  5.64913e-21 -9.22573e-05 -3.09492e-05
 1.47700e+01  1.97575e-21 -3.22664e-05  7.68624e-05
 1.47800e+01  6.03748e-21 -9.85995e-05 -3.00873e-05
 1.47900e+01  2.41046e-21 -3.93658e-05  7.68836e-05
 1.48000e+01  6.46823e-21 -1.05634e-04 -2.90991e-05
 1.48100e+01  2.89246e-21 -4.72375e-05  7.70264e-05
 1.48200e+01  6.95109e-21 -1.13520e-04 -2.79696e-05
 1.48300e+01  3.43239e-21 -5.60552e-05  7.73111e-05
 1.48400e+01  7.49779e-21 -1.22448e-04 -2.66747e-05
 1.48500e+01  4.04322e-21 -6.60308e-05  7.77662e-05
 1.48600e+01  8.12275e-21 -1.32655e-04 -2.51822e-05
 1.48700e+01  4.74103e-21 -7.74269e-05  7.84288e-05
 1.48800e+01  8.84401e-21 -1.44434e-04 -2.34511e-05
 1.48900e+01  5.54612e-21 -9.05750e-05  7.93455e-05
 1.49000e+01  9.68455e-21 -1.58161e-04 -2.14292e-05
 1.49100e+01  6.48454e-21 -1.05901e-04  8.05757e-05
 1.49200e+01  1.06740e-20 -1.74320e-04 -1.90488e-05
 1.49300e+01  7.59026e-21 -1.23958e-04  8.21978e-05
 1.49400e+01  1.18516e-20 -1.93551e-04 -1.62201e-05
 1.49500e+01  8.90835e-21 -1.45484e-04  8.43162e-05
 1.49600e+01  1.32694e-20 -2.16705e-04 -1.28219e-05
 1.49700e+01  1.04997e-20 -1.71473e-04  8.70733e-05
 1.49800e+01  1.49988e-20 -2.44948e-04 -8.68711e-06
 1.49900e+01  1.24482e-20 -2.03294e-04  9.06668e-05
 1.50000e+01  1.71391e-20 -2.79902e-04 -3.58120e-06
 1.50100e+01  1.48721e-20 -2.42880e-04  9.53773e-05
 1.50200e+01  1.98319e-20 -3.23880e-04  2.83284e-06
 1.50300e+01  1.79422e-20 -2.93018e-04  1.01613e-04
 1.50400e+01  2.32848e-20 -3.80269e-04  1.10520e-05
 1.50500e+01  2.19122e-20 -3.57854e-04  1.09984e-04
 1.50600e+01  2.78106e-20 -4.54181e-04  2.18315e-05
 1.50700e+01  2.71716e-20 -4.43746e-04  1.21434e-04
 1.50800e+01  3.38983e-20 -5.53602e-04  3.63593e-05
 1.50900e+01  3.43406e-20 -5.60824e-04  1.37474e-04
 1.51000e+01  4.23433e-20 -6.91518e-04  5.65794e-05
 1.51100e+01  4.44504e-20 -7.25930e-04  1.60634e-04
 1.51200e+01  5.44992e-20 -8.90040e-04  8.58219e-05
 1.51300e+01  5.93015e-20 -9.68467e-04  1.95356e-04
 1.51400e+01  7.27935e-20 -1.18881e-03  1.30092e-04
 1.51500e+01  8.22116e-20 -1.34262e-03  2.49870e-04
 1.51600e+01  1.01822e-19 -1.66287e-03  2.00820e-04
 1.51700e+01  1.19620e-19 -1.95355e-03  3.40230e-04
 1.51800e+01  1.50673e-19 -2.46068e-03  3.20708e-04
 1.51900e+01  1.84325e-19 -3.01025e-03  4.98449e-04
 1.52000e+01  2.36936e-19 -3.86946e-03  5.33797e-04
 1.52100e+01  2.98777e-19 -4.87941e-03  7.80729e-04
 1.52200e+01  3.83747e-19 -6.26706e-03  8.97756e-04
 1.52300e+01  4.71061e-19 -7.69300e-03  1.20613e-03
 1.52400e+01  5.49147e-19 -8.96825e-03  1.30400e-03
 1.52500e+01  5.70421e-19 -9.31569e-03  1.43975e-03
 1.52600e+01  5.34517e-19 -8.72932e-03  1.24417e-03
 1.52700e+01  4.53432e-19 -7.40511e-03  1.11187e-03
 1.52800e+01  3.74168e-19 -6.11062e-03  7.97771e-04
 1.52900e+01  3.03160e-19 -4.95098e-03  6.76909e-04
 1.53000e+01  2.57512e-19 -4.20550e-03  4.32228e-04
 1.53100e+01  2.22867e-19 -3.63969e-03  3.82301e-04
 1.53200e+01  2.07264e-19 -3.38488e-03  1.97404e-04
 1.53300e+01  1.91929e-19 -3.13444e-03  1.94612e-04
 1.53400e+01  1.81350e-19 -2.96168e-03  5.76548e-05
 1.53500e+01  1.58657e-19 -2.59107e-03  1.02135e-04
 1.53600e+01  1.37947e-19 -2.25284e-03  7.01265e-06
 1.53700e+01  1.11863e-19 -1.82686e-03  7.36570e-05
 1.53800e+01  9.53186e-20 -1.55667e-03 -1.39719e-05
 1.53900e+01  7.68757e-20 -1.25548e-03  4.82034e-05
 1.54000e+01  6.79207e-20 -1.10923e-03 -4.55993e-05
 1.54100e+01  5.58088e-20 -9.11428e-04  8.39921e-06
 1.54200e+01  5.15722e-20 -8.42238e-04 -8.62745e-05
 1.54300e+01  4.27712e-20 -6.98506e-04 -2.40936e-05
 1.54400e+01  4.05783e-20 -6.62693e-04 -9.61716e-05
 1.54500e+01  3.31793e-20 -5.41859e-04 -1.11966e-05
 1.54600e+01  3.21346e-20 -5.24797e-04 -6.80581e-05
 1.54700e+01  2.59379e-20 -4.23599e-04  1.78162e-05
 1.54800e+01  2.59662e-20 -4.24060e-04 -4.26073e-05
 1.54900e+01  2.07533e-20 -3.38928e-04  3.60053e-05
 1.55000e+01  2.15370e-20 -3.51726e-04 -2.86657e-05
 1.55100e+01  1.69911e-20 -2.77486e-04  4.47879e-05
 1.55200e+01  1.82612e-20 -2.98227e-04 -2.16834e-05
 1.55300e+01  1.41678e-20 -2.31378e-04  4.86123e-05
 1.55400e+01  1.57566e-20 -2.57325e-04 -1.81861e-05
 1.55500e+01  1.19848e-20 -1.95727e-04  4.99856e-05
 1.55600e+01  1.37890e-20 -2.25191e-04 -1.64151e-05
 1.55700e+01  1.02563e-20 -1.67498e-04  5.01333e-05
 1.55800e+01  1.22094e-20 -1.99394e-04 -1.55142e-05
 1.55900e+01  8.86155e-21 -1.44720e-04  4.96581e-05
 1.56000e+01  1.09188e-20 -1.78317e-04 -1.50553e-05
 1.56100e+01  7.71862e-21 -1.26055e-04  4.88667e-05
 1.56200e+01  9.84879e-21 -1.60843e-04 -1.48171e-05
 1.56300e+01  6.76993e-21 -1.10561e-04  4.79202e-05
 1.56400e+01  8.95061e-21 -1.46175e-04 -1.46815e-05
 1.56500e+01  5.97386e-21 -9.75605e-05  4.69058e-05
 1.56600e+01  8.18853e-21 -1.33729e-04 -1.45841e-05
 1.56700e+01  5.29957e-21 -8.65486e-05  4.58709e-05
 1.56800e+01  7.53580e-21 -1.23069e-04 -1.44900e-05
 1.56900e+01  4.72378e-21 -7.71452e-05  4.48414e-05
 1.57000e+01  6.97207e-21 -1.13863e-04 -1.43800e-05
 1.57100e+01  4.22860e-21 -6.90583e-05  4.38314e-05
 1.57200e+01  6.48155e-21 -1.05852e-04 -1.42443e-05
 1.57300e+01  3.80008e-21 -6.20600e-05  4.28477e-05
 1.57400e+01  6.05188e-21 -9.88348e-05 -1.40782e-05
 1.57500e+01  3.42718e-21 -5.59702e-05  4.18934e-05
 1.57600e+01  5.67322e-21 -9.26507e-05 -1.38799e-05
 1.57700e+01  3.10112e-21 -5.06452e-05  4.09693e-05
 1.57800e+01  5.33767e-21 -8.71707e-05 -1.36494e-05
 1.57900e+01  2.81478e-21 -4.59689e-05  4.00749e-05
 1.58000e+01  5.03882e-21 -8.22901e-05 -1.33876e-05
 1.58100e+01  2.56237e-21 -4.18467e-05  3.92089e-05
 1.58200e+01  4.77143e-21 -7.79233e-05 -1.30960e-05
 1.58300e+01  2.33913e-21 -3.82009e-05  3.83700e-05
 1.58400e+01  4.53117e-21 -7.39997e-05 -1.27761e-05
 1.58500e+01  2.14113e-21 -3.49673e-05  3.75565e-05
 1.58600e+01  4.31448e-21 -7.04607e-05 -1.24296e-05
 1.58700e+01  1.96508e-21 -3.20922e-05  3.67667e-05
 1.58800e+01  4.11833e-21 -6.72574e-05 -1.20581e-05
 1.58900e+01  1.80824e-21 -2.95308e-05  3.59992e-05
 1.59000e+01  3.94021e-21 -6.43486e-05 -1.16631e-05
 1.59100e+01  1.66829e-21 -2.72452e-05  3.52523e-05
 1.59200e+01  3.77800e-21 -6.16995e-05 -1.12461e-05
 1.59300e+01  1.54326e-21 -2.52033e-05  3.45249e-05
 1.59400e+01  3.62989e-21 -5.92807e-05 -1.08082e-05
 1.59500e+01  1.43149e-21 -2.33781e-05  3.38158e-05
 1.59600e+01  3.49435e-21 -5.70671e-05 -1.03506e-05
 1.59700e+01  1.33158e-21 -2.17463e-05  3.31238e-05
 1.59800e+01  3.37008e-21 -5.50375e-05 -9.87433e-06
 1.59900e+01  1.24230e-21 -2.02882e-05  3.24482e-05
 1.60000e+01  3.25595e-21 -5.31737e-05 -9.38008e-06
 1.60100e+01  1.16263e-21 -1.89872e-05  3.17883e-05
 1.60200e+01  3.15104e-21 -5.14604e-05 -8.86856e-06
 1.60300e+01  1.09171e-21 -1.78290e-05  3.11433e-05
 1.60400e+01  3.05454e-21 -4.98845e-05 -8.34026e-06
 1.60500e+01  1.02880e-21 -1.68017e-05  3.05129e-05
 1.60600e+01  2.96581e-21 -4.84353e-05 -7.79552e-06
 1.60700e+01  9.73313e-22 -1.58954e-05  2.98968e-05
 1.60800e+01  2.88428e-21 -4.71039e-05 -7.23455e-06
 1.60900e+01  9.24737e-22 -1.51021e-05  2.92950e-05
 1.61000e+01  2.80952e-21 -4.58829e-05 -6.65738e-06
 1.61100e+01  8.82671e-22 -1.44151e-05  2.87073e-05
 1.61200e+01  2.74116e-21 -4.47665e-05 -6.06402e-06
 1.61300e+01  8.46766e-22 -1.38287e-05  2.81337e-05
 1.61400e+01  2.67885e-21 -4.37490e-05 -5.45449e-06
 1.61500e+01  8.16684e-22 -1.33375e-05  2.75742e-05
 1.61600e+01  2.62226e-21 -4.28248e-05 -4.82904e-06
 1.61700e+01  7.92035e-22 -1.29349e-05  2.70282e-05
 1.61800e+01  2.57095e-21 -4.19869e-05 -4.18831e-06
 1.61900e+01  7.72343e-22 -1.26133e-05  2.64950e-05
